brand_name,generic_name,status,earliest_expiry,days_until,category,route,strength,approval_date,patent_count,approval_year,approval_month,brand_price_monthly,brand_price_annual,generic_price_monthly,generic_price_annual,monthly_savings,annual_savings,savings_percent,generic_available
DUAVEE,"BAZEDOXIFENE ACETATE; ESTROGENS, CONJUGATED",Active,2027-03-10,355,Oral,TABLET;ORAL,EQ 20MG BASE;0.45MG,2013-10-03,2,2013.0,10.0,453.68,5444.16,,,,,,No
AVEED,TESTOSTERONE UNDECANOATE,Active,2027-03-14,359,Other,INJECTABLE;INTRAMUSCULAR,750MG/3ML (250MG/ML),2014-03-05,2,2014.0,3.0,513.23,6158.76,,,,,,No
DYANAVEL XR 10,AMPHETAMINE; AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE,Active,2027-03-15,360,Oral,"TABLET, EXTENDED RELEASE;ORAL",8MG;EQ 2MG BASE,2021-11-04,5,2021.0,11.0,324.03,3888.36,,,,,,No
QUILLICHEW ER,METHYLPHENIDATE HYDROCHLORIDE,Active,2027-03-15,360,Oral,"TABLET, EXTENDED RELEASE, CHEWABLE;ORAL",20MG,2015-12-04,30,2015.0,12.0,726.87,8722.44,,,,,,No
DYANAVEL XR,AMPHETAMINE; AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE,Active,2027-03-15,360,Oral,"SUSPENSION, EXTENDED RELEASE;ORAL",2MG/ML;EQ 0.5MG BASE/ML,2015-10-19,7,2015.0,10.0,372.44,4469.28,,,,,,No
DYANAVEL XR 15,AMPHETAMINE; AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE,Active,2027-03-15,360,Oral,"TABLET, EXTENDED RELEASE;ORAL",12MG;EQ 3MG BASE,2021-11-04,5,2021.0,11.0,107.59,1291.08,,,,,,No
DYANAVEL XR 5,AMPHETAMINE; AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE,Active,2027-03-15,360,Oral,"TABLET, EXTENDED RELEASE;ORAL",4MG;EQ 1MG BASE,2021-11-04,5,2021.0,11.0,733.77,8805.24,,,,,,No
DYANAVEL XR 20,AMPHETAMINE; AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE,Active,2027-03-15,360,Oral,"TABLET, EXTENDED RELEASE;ORAL",16MG;EQ 4MG BASE,2021-11-04,5,2021.0,11.0,163.9,1966.8,,,,,,No
TUZISTRA XR,CHLORPHENIRAMINE POLISTIREX; CODEINE POLISTIREX,Active,2027-03-15,360,Oral,"SUSPENSION, EXTENDED RELEASE;ORAL",EQ 2.8MG BASE/5ML;EQ 14.7MG BASE/5ML,2015-04-30,2,2015.0,4.0,323.52,3882.24,,,,,,No
VANFLYTA,QUIZARTINIB DIHYDROCHLORIDE,Active,2027-03-16,361,Oral,TABLET;ORAL,EQ 17.7MG BASE,2023-07-20,22,2023.0,7.0,765.04,9180.48,,,,,,No
VICTRELIS,BOCEPREVIR,Active,2027-03-17,362,Oral,CAPSULE;ORAL,200MG,2011-05-13,2,2011.0,5.0,765.43,9185.16,,,,,,No
LASTACAFT,ALCAFTADINE,Active,2027-03-19,364,Eye Care,SOLUTION/DROPS;OPHTHALMIC,0.25%,2010-07-28,2,2010.0,7.0,329.38,3952.56,,,,,,No
SPRAVATO,ESKETAMINE HYDROCHLORIDE,Active,2027-03-20,365,Other,SPRAY;NASAL,EQ 28MG BASE,2019-03-05,25,2019.0,3.0,415.92,4991.04,,,,,,No
DYLOJECT,DICLOFENAC SODIUM,Active,2027-03-22,367,Injectable,SOLUTION;INTRAVENOUS,37.5MG/ML (37.5MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2014-12-23,1,2014.0,12.0,1621.11,19453.32,,,,,,No
SITAVIG,ACYCLOVIR,Active,2027-03-23,368,Oral,TABLET;BUCCAL,50MG,2013-04-12,3,2013.0,4.0,305.25,3663.0,,,,,,No
ERLEADA,APALUTAMIDE,Active,2027-03-27,372,Oral,TABLET;ORAL,60MG,2018-02-14,32,2018.0,2.0,330.07,3960.84,,,,,,No
OLEPTRO,TRAZODONE HYDROCHLORIDE,Active,2027-03-27,372,Oral,"TABLET, EXTENDED RELEASE;ORAL",150MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2010-02-02,4,2010.0,2.0,570.76,6849.12,,,,,,No
VARUBI,ROLAPITANT HYDROCHLORIDE,Active,2027-04-04,380,Injectable,EMULSION;INTRAVENOUS,EQ 166.5MG BASE/92.5ML (EQ 1.8MG BASE/ML),2017-10-25,13,2017.0,10.0,2380.94,28571.28,,,,,,No
EDLUAR,ZOLPIDEM TARTRATE,Active,2027-04-06,382,Oral,TABLET;SUBLINGUAL,5MG,2009-03-13,4,2009.0,3.0,654.11,7849.32,,,,,,No
ZECUITY,SUMATRIPTAN SUCCINATE,Active,2027-04-12,388,Other,SYSTEM;IONTOPHORESIS,EQ 6.5MG BASE/4HR,2013-01-17,9,2013.0,1.0,494.81,5937.72,,,,,,No
OXTELLAR XR,OXCARBAZEPINE,Active,2027-04-13,389,Oral,"TABLET, EXTENDED RELEASE;ORAL",150MG,2012-10-19,33,2012.0,10.0,163.84,1966.08,,,,,,No
SYNJARDY XR,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,Active,2027-04-15,391,Oral,"TABLET, EXTENDED RELEASE;ORAL",5MG;1GM,2016-12-09,124,2016.0,12.0,446.09,5353.08,,,,,,No
SYNJARDY,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,Active,2027-04-15,391,Oral,TABLET;ORAL,5MG;1GM,2015-08-26,112,2015.0,8.0,140.29,1683.48,,,,,,No
JARDIANCE,EMPAGLIFLOZIN,Active,2027-04-15,391,Oral,TABLET;ORAL,10MG,2014-08-01,60,2014.0,8.0,484.67,5816.04,,,,,,No
NEXICLON XR,CLONIDINE,Active,2027-04-17,393,Oral,"TABLET, EXTENDED RELEASE;ORAL",EQ 0.17MG BASE,2009-12-03,4,2009.0,12.0,409.07,4908.84,,,,,,No
CARDENE IN 5.0% DEXTROSE IN PLASTIC CONTAINER,NICARDIPINE HYDROCHLORIDE,Active,2027-04-18,394,Injectable,INJECTABLE;INTRAVENOUS,40MG/200ML (0.2MG/ML),2008-11-07,4,2008.0,11.0,2719.26,32631.12,,,,,,No
CARDENE IN 0.86% SODIUM CHLORIDE IN PLASTIC CONTAINER,NICARDIPINE HYDROCHLORIDE,Active,2027-04-18,394,Injectable,INJECTABLE;INTRAVENOUS,20MG/200ML (0.1MG/ML),2008-07-31,6,2008.0,7.0,1377.29,16527.48,,,,,,No
CARDENE IN 0.83% SODIUM CHLORIDE IN PLASTIC CONTAINER,NICARDIPINE HYDROCHLORIDE,Active,2027-04-18,394,Injectable,INJECTABLE;INTRAVENOUS,40MG/200ML (0.2MG/ML),2008-11-07,6,2008.0,11.0,792.67,9512.04,,,,,,No
SAVAYSA,EDOXABAN TOSYLATE,Active,2027-04-18,394,Oral,TABLET;ORAL,EQ 15MG BASE,2015-01-08,6,2015.0,1.0,200.09,2401.08,,,,,,No
CARDENE IN 4.8% DEXTROSE IN PLASTIC CONTAINER,NICARDIPINE HYDROCHLORIDE,Active,2027-04-18,394,Injectable,INJECTABLE;INTRAVENOUS,20MG/200ML (0.1MG/ML),2008-07-31,6,2008.0,7.0,2403.78,28845.36,,,,,,No
CHLORAPREP WITH TINT,CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL,Active,2027-04-25,401,Topical,SPONGE;TOPICAL,2%;70% (26ML),2005-05-03,3,2005.0,5.0,277.83,3333.96,,,,,,No
FLOLIPID,SIMVASTATIN,Active,2027-04-26,402,Oral,SUSPENSION;ORAL,20MG/5ML,2016-04-21,4,2016.0,4.0,170.79,2049.48,,,,,,No
REVLIMID,LENALIDOMIDE,Active,2027-04-27,403,Oral,CAPSULE;ORAL,2.5MG,2011-12-21,12,2011.0,12.0,158.87,1906.44,,,,,,No
AMYVID,FLORBETAPIR F-18,Active,2027-04-30,406,Injectable,SOLUTION;INTRAVENOUS,10ML (13.5-51mCi/ML),2012-04-06,8,2012.0,4.0,2252.42,27029.04,,,,,,No
XIPERE,TRIAMCINOLONE ACETONIDE,Active,2027-05-02,408,Injectable,SUSPENSION;INJECTION,40MG/ML,2021-10-22,4,2021.0,10.0,681.91,8182.92,,,,,,No
LEQVIO,INCLISIRAN SODIUM,Active,2027-05-10,416,Injectable,SOLUTION;SUBCUTANEOUS,EQ 284MG BASE/1.5ML (EQ 189MG BASE/ML),2021-12-22,10,2021.0,12.0,2554.65,30655.8,,,,,,No
TYVASO,TREPROSTINIL,Active,2027-05-14,420,Respiratory,SOLUTION;INHALATION,0.6MG/ML,2009-07-30,6,2009.0,7.0,467.81,5613.72,,,,,,No
GALAFOLD,MIGALASTAT HYDROCHLORIDE,Active,2027-05-16,422,Oral,CAPSULE;ORAL,EQ 123MG BASE,2018-08-10,64,2018.0,8.0,156.94,1883.28,,,,,,No
SILENOR,DOXEPIN HYDROCHLORIDE,Active,2027-05-18,424,Oral,TABLET;ORAL,EQ 3MG BASE,2010-03-17,32,2010.0,3.0,159.39,1912.68,,,,,,No
ACULAR LS,KETOROLAC TROMETHAMINE,Active,2027-05-24,430,Eye Care,SOLUTION/DROPS;OPHTHALMIC,0.4%,2003-05-30,2,2003.0,5.0,494.66,5935.92,,,,,,No
VASCEPA,ICOSAPENT ETHYL,Active,2027-05-31,437,Oral,CAPSULE;ORAL,1GM,2012-07-26,128,2012.0,7.0,361.99,4343.88,,,,,,No
XARTEMIS XR,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE,Active,2027-06-01,438,Oral,"TABLET, EXTENDED RELEASE;ORAL",325MG;7.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2014-03-11,12,2014.0,3.0,359.45,4313.4,,,,,,No
BALCOLTRA,ETHINYL ESTRADIOL; LEVONORGESTREL,Active,2027-06-01,438,Oral,TABLET;ORAL,0.02MG;0.1MG,2018-01-09,1,2018.0,1.0,668.96,8027.52,,,,,,No
TOVIAZ,FESOTERODINE FUMARATE,Active,2027-06-07,444,Oral,"TABLET, EXTENDED RELEASE;ORAL",4MG,2008-10-31,12,2008.0,10.0,763.07,9156.84,,,,,,No
XADAGO,SAFINAMIDE MESYLATE,Active,2027-06-08,445,Oral,TABLET;ORAL,EQ 50MG BASE,2017-03-21,6,2017.0,3.0,790.2,9482.4,,,,,,No
KARBINAL ER,CARBINOXAMINE MALEATE,Active,2027-06-15,452,Oral,"SUSPENSION, EXTENDED RELEASE;ORAL",4MG/5ML,2013-03-28,2,2013.0,3.0,627.36,7528.32,,,,,,No
JESDUVROQ,DAPRODUSTAT,Active,2027-06-22,459,Oral,TABLET;ORAL,1MG,2023-02-01,30,2023.0,2.0,363.38,4360.56,,,,,,No
VAFSEO,VADADUSTAT,Active,2027-06-26,463,Oral,TABLET;ORAL,150MG,2024-03-27,39,2024.0,3.0,158.45,1901.4,,,,,,No
ANTIZOL,FOMEPIZOLE,Active,2027-06-30,467,Injectable,INJECTABLE;INJECTION,1.5GM/1.5ML (1GM/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1997-12-04,1,1997.0,12.0,2442.87,29314.44,,,,,,No
PRISTIQ,DESVENLAFAXINE SUCCINATE,Active,2027-07-05,472,Oral,"TABLET, EXTENDED RELEASE;ORAL",EQ 25MG BASE,2014-08-20,3,2014.0,8.0,490.88,5890.56,,,,,,No
BYFAVO,REMIMAZOLAM BESYLATE,Active,2027-07-10,477,Injectable,POWDER;INTRAVENOUS,EQ 20MG BASE/VIAL,2020-10-06,11,2020.0,10.0,1560.56,18726.72,,,,,,No
PHOSLYRA,CALCIUM ACETATE,Active,2027-07-20,487,Oral,SOLUTION;ORAL,667MG/5ML,2011-04-18,3,2011.0,4.0,734.45,8813.4,,,,,,No
LEVITRA,VARDENAFIL HYDROCHLORIDE,Active,2027-07-23,490,Oral,TABLET;ORAL,EQ 2.5MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2003-08-19,4,2003.0,8.0,177.84,2134.08,,,,,,No
BUNAVAIL,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,Active,2027-07-23,490,Other,FILM;BUCCAL,EQ 2.1MG BASE;EQ 0.3MG BASE,2014-06-06,12,2014.0,6.0,346.31,4155.72,,,,,,No
TPOXX,TECOVIRIMAT,Active,2027-07-23,490,Oral,CAPSULE;ORAL,200MG,2018-07-13,10,2018.0,7.0,107.95,1295.4,,,,,,No
ONSOLIS,FENTANYL CITRATE,Active,2027-07-23,490,Other,FILM;BUCCAL,EQ 0.2MG BASE,2009-07-16,5,2009.0,7.0,334.33,4011.96,,,,,,No
BELBUCA,BUPRENORPHINE HYDROCHLORIDE,Active,2027-07-23,490,Other,FILM;BUCCAL,EQ 0.075MG BASE,2015-10-23,21,2015.0,10.0,128.15,1537.8,,,,,,No
SFROWASA,MESALAMINE,Active,2027-07-24,491,Other,ENEMA;RECTAL,4GM/60ML,2008-06-20,1,2008.0,6.0,159.41,1912.92,,,,,,No
DOPTELET SPRINKLE,AVATROMBOPAG MALEATE,Active,2027-07-28,495,Oral,GRANULE;ORAL,EQ 10MG BASE,2025-07-24,1,2025.0,7.0,182.27,2187.24,,,,,,No
DOPTELET,AVATROMBOPAG MALEATE,Active,2027-07-28,495,Oral,TABLET;ORAL,EQ 20MG BASE,2018-05-21,1,2018.0,5.0,554.45,6653.4,,,,,,No
SALONPAS,MENTHOL; METHYL SALICYLATE,Active,2027-08-01,499,Topical,PATCH;TOPICAL,3%;10%,2008-02-20,4,2008.0,2.0,318.73,3824.76,,,,,,No
RAYOS,PREDNISONE,Active,2027-08-03,501,Oral,"TABLET, DELAYED RELEASE;ORAL",1MG,2012-07-26,4,2012.0,7.0,508.36,6100.32,,,,,,No
RELISTOR,METHYLNALTREXONE BROMIDE,Active,2027-08-03,501,Injectable,SOLUTION;SUBCUTANEOUS,8MG/0.4ML (8MG/0.4ML),2010-09-27,30,2010.0,9.0,2905.43,34865.16,,,,,,No
NINLARO,IXAZOMIB CITRATE,Active,2027-08-06,504,Oral,CAPSULE;ORAL,EQ 2.3MG BASE,2015-11-20,21,2015.0,11.0,362.41,4348.92,,,,,,No
DAKLINZA,DACLATASVIR DIHYDROCHLORIDE,Active,2027-08-08,506,Oral,TABLET;ORAL,EQ 30MG BASE,2015-07-24,18,2015.0,7.0,300.0,3600.0,,,,,,No
ILUVIEN,FLUOCINOLONE ACETONIDE,Active,2027-08-12,510,Other,IMPLANT;INTRAVITREAL,0.19MG,2014-09-26,3,2014.0,9.0,534.3,6411.6,,,,,,No
RUBRACA,RUCAPARIB CAMSYLATE,Active,2027-08-12,510,Oral,TABLET;ORAL,EQ 200MG BASE,2016-12-19,57,2016.0,12.0,256.52,3078.24,,,,,,No
AKEEGA,ABIRATERONE ACETATE; NIRAPARIB TOSYLATE,Active,2027-08-12,510,Oral,TABLET;ORAL,500MG;EQ 50MG BASE,2023-08-11,24,2023.0,8.0,774.26,9291.12,,,,,,No
ZEJULA,NIRAPARIB TOSYLATE,Active,2027-08-12,510,Oral,CAPSULE;ORAL,EQ 100MG BASE,2017-03-27,35,2017.0,3.0,108.51,1302.12,,,,,,No
LYNPARZA,OLAPARIB,Active,2027-08-12,510,Oral,CAPSULE;ORAL,50MG,2014-12-19,117,2014.0,12.0,778.92,9347.04,,,,,,No
YUTIQ,FLUOCINOLONE ACETONIDE,Active,2027-08-12,510,Other,IMPLANT;INTRAVITREAL,0.18MG,2018-10-12,2,2018.0,10.0,121.58,1458.96,,,,,,No
VISTOGARD,URIDINE TRIACETATE,Active,2027-08-17,515,Oral,GRANULE;ORAL,10GM/PACKET,2015-12-11,1,2015.0,12.0,723.8,8685.6,,,,,,No
FIBRICOR,FENOFIBRIC ACID,Active,2027-08-20,518,Oral,TABLET;ORAL,35MG,2009-08-14,14,2009.0,8.0,469.39,5632.68,,,,,,No
ALSUMA,SUMATRIPTAN SUCCINATE,Active,2027-08-26,524,Injectable,INJECTABLE;SUBCUTANEOUS,EQ 6MG BASE/0.5ML (EQ 12MG BASE/ML),2010-06-29,1,2010.0,6.0,2982.41,35788.92,,,,,,No
NOURIANZ,ISTRADEFYLLINE,Active,2027-09-05,534,Oral,TABLET;ORAL,20MG,2019-08-27,4,2019.0,8.0,151.66,1819.92,,,,,,No
TRIFERIC,FERRIC PYROPHOSPHATE CITRATE,Active,2027-09-08,537,Injectable,POWDER;INTRAVENOUS,272MG IRON/PACKET,2016-04-25,3,2016.0,4.0,1884.64,22615.68,,,,,,No
VANTRELA ER,HYDROCODONE BITARTRATE,Active,2027-09-13,542,Oral,"TABLET, EXTENDED RELEASE;ORAL",15MG,2017-01-17,15,2017.0,1.0,778.51,9342.12,,,,,,No
FINACEA,AZELAIC ACID,Active,2027-09-18,547,Respiratory,"AEROSOL, FOAM;TOPICAL",15%,2015-07-29,4,2015.0,7.0,385.39,4624.68,,,,,,No
TRAVATAN Z,TRAVOPROST,Active,2027-09-20,549,Eye Care,SOLUTION/DROPS;OPHTHALMIC,0.004%,2006-09-21,3,2006.0,9.0,351.76,4221.12,,,,,,No
EMEND,APREPITANT,Active,2027-09-26,555,Oral,CAPSULE;ORAL,40MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2006-06-30,7,2006.0,6.0,587.02,7044.24,,,,,,No
ARGATROBAN IN SODIUM CHLORIDE,ARGATROBAN,Active,2027-09-26,555,Injectable,INJECTABLE;INTRAVENOUS,50MG/50ML (1MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2011-06-29,2,2011.0,6.0,1636.35,19636.2,,,,,,No
WYNZORA,BETAMETHASONE DIPROPIONATE; CALCIPOTRIENE,Active,2027-09-27,556,Topical,CREAM;TOPICAL,0.064%;0.005%,2020-07-20,3,2020.0,7.0,280.82,3369.84,,,,,,No
TYMLOS,ABALOPARATIDE,Active,2027-10-03,562,Injectable,SOLUTION;SUBCUTANEOUS,3.12MG/1.56ML (2MG/ML),2017-04-28,12,2017.0,4.0,1960.79,23529.48,,,,,,No
TIVICAY PD,DOLUTEGRAVIR SODIUM,Active,2027-10-05,564,Oral,"TABLET, FOR SUSPENSION;ORAL",EQ 5MG BASE,2020-06-12,4,2020.0,6.0,730.81,8769.72,,,,,,No
TRIUMEQ PD,ABACAVIR SULFATE; DOLUTEGRAVIR SODIUM; LAMIVUDINE,Active,2027-10-05,564,Oral,"TABLET, FOR SUSPENSION;ORAL",EQ 60MG BASE;EQ 5MG BASE;30MG,2022-03-30,4,2022.0,3.0,131.81,1581.72,,,,,,No
TIVICAY,DOLUTEGRAVIR SODIUM,Active,2027-10-05,564,Oral,TABLET;ORAL,EQ 10MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2016-06-09,12,2016.0,6.0,296.67,3560.04,,,,,,No
TRIUMEQ,ABACAVIR SULFATE; DOLUTEGRAVIR SODIUM; LAMIVUDINE,Active,2027-10-05,564,Oral,TABLET;ORAL,EQ 600MG BASE;EQ 50MG BASE;300MG,2014-08-22,4,2014.0,8.0,765.29,9183.48,,,,,,No
DOVATO,DOLUTEGRAVIR SODIUM; LAMIVUDINE,Active,2027-10-05,564,Oral,TABLET;ORAL,EQ 50MG BASE;300MG,2019-04-08,5,2019.0,4.0,723.18,8678.16,,,,,,No
MACRILEN,MACIMORELIN ACETATE,Active,2027-10-12,571,Oral,FOR SOLUTION;ORAL,EQ 60MG BASE/POUCH,2017-12-20,1,2017.0,12.0,418.96,5027.52,,,,,,No
IMCIVREE,SETMELANOTIDE ACETATE,Active,2027-10-13,572,Injectable,SOLUTION;SUBCUTANEOUS,EQ 10MG BASE/ML (EQ 10MG BASE/ML),2020-11-25,3,2020.0,11.0,2050.33,24603.96,,,,,,No
XYZAL ALLERGY 24HR,LEVOCETIRIZINE DIHYDROCHLORIDE,Active,2027-10-16,575,Oral,SOLUTION;ORAL,2.5MG/5ML,2017-01-31,1,2017.0,1.0,294.17,3530.04,,,,,,No
PENNSAID,DICLOFENAC SODIUM,Active,2027-10-17,576,Topical,SOLUTION;TOPICAL,2% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2014-01-16,25,2014.0,1.0,140.2,1682.4,,,,,,No
PYLARIFY,PIFLUFOLASTAT F-18,Active,2027-11-07,597,Injectable,SOLUTION;INTRAVENOUS,50ML (1-80mCi/ML),2021-05-26,6,2021.0,5.0,1659.25,19911.0,,,,,,No
INGREZZA SPRINKLE,VALBENAZINE TOSYLATE,Active,2027-11-08,598,Oral,CAPSULE;ORAL,EQ 40MG BASE,2024-04-30,99,2024.0,4.0,347.35,4168.2,,,,,,No
INGREZZA,VALBENAZINE TOSYLATE,Active,2027-11-08,598,Oral,CAPSULE;ORAL,EQ 40MG BASE,2017-04-11,99,2017.0,4.0,508.56,6102.72,,,,,,No
KORSUVA,DIFELIKEFALIN ACETATE,Active,2027-11-12,602,Injectable,SOLUTION;INTRAVENOUS,EQ 0.065MG BASE/1.3ML (EQ 0.05MG BASE/ML),2021-08-23,12,2021.0,8.0,694.34,8332.08,,,,,,No
TROKENDI XR,TOPIRAMATE,Active,2027-11-16,606,Oral,"CAPSULE, EXTENDED RELEASE;ORAL",25MG,2013-08-16,80,2013.0,8.0,782.08,9384.96,,,,,,No
EMPAVELI,PEGCETACOPLAN,Active,2027-11-18,608,Injectable,SOLUTION;SUBCUTANEOUS,1080MG/20ML (54MG/ML),2021-05-14,27,2021.0,5.0,2965.53,35586.36,,,,,,No
VARITHENA,POLIDOCANOL,Active,2027-11-19,609,Injectable,SOLUTION;INTRAVENOUS,180MG/18ML (10MG/ML),2013-11-25,2,2013.0,11.0,2245.4,26944.8,,,,,,No
TABRECTA,CAPMATINIB HYDROCHLORIDE,Active,2027-11-19,609,Oral,TABLET;ORAL,EQ 150MG BASE,2020-05-06,14,2020.0,5.0,475.27,5703.24,,,,,,No
TURALIO,PEXIDARTINIB HYDROCHLORIDE,Active,2027-11-21,611,Oral,CAPSULE;ORAL,EQ 125MG BASE,2022-10-14,24,2022.0,10.0,316.67,3800.04,,,,,,No
EXBLIFEP,CEFEPIME HYDROCHLORIDE; ENMETAZOBACTAM,Active,2027-12-03,623,Injectable,POWDER;INTRAVENOUS,EQ 2GM BASE/VIAL;0.5GM/VIAL,2024-02-22,2,2024.0,2.0,2534.49,30413.88,,,,,,No
ZUBSOLV,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,Active,2027-12-03,623,Oral,TABLET;SUBLINGUAL,EQ 0.7MG BASE;EQ 0.18MG BASE,2016-10-04,51,2016.0,10.0,579.31,6951.72,,,,,,No
LETAIRIS,AMBRISENTAN,Active,2027-12-11,631,Oral,TABLET;ORAL,5MG,2007-06-15,6,2007.0,6.0,213.83,2565.96,,,,,,No
VALCYTE,VALGANCICLOVIR HYDROCHLORIDE,Active,2027-12-11,631,Oral,FOR SOLUTION;ORAL,50MG/ML,2009-08-28,2,2009.0,8.0,737.65,8851.8,,,,,,No
XERMELO,TELOTRISTAT ETIPRATE,Active,2027-12-11,631,Oral,TABLET;ORAL,EQ 250MG BASE,2017-02-28,5,2017.0,2.0,675.78,8109.36,,,,,,No
TOBRADEX ST,DEXAMETHASONE; TOBRAMYCIN,Active,2027-12-19,639,Eye Care,SUSPENSION/DROPS;OPHTHALMIC,0.05%;0.3%,2009-02-13,3,2009.0,2.0,479.92,5759.04,,,,,,No
ZONTIVITY,VORAPAXAR SULFATE,Active,2027-12-23,643,Oral,TABLET;ORAL,EQ 2.08MG BASE,2014-05-08,1,2014.0,5.0,608.0,7296.0,,,,,,No
NEXAVAR,SORAFENIB TOSYLATE,Active,2027-12-24,644,Oral,TABLET;ORAL,EQ 200MG BASE,2005-12-20,4,2005.0,12.0,529.39,6352.68,,,,,,No
GILENYA,FINGOLIMOD HYDROCHLORIDE,Active,2027-12-25,645,Oral,CAPSULE;ORAL,EQ 0.25MG BASE,2018-05-11,3,2018.0,5.0,392.77,4713.24,,,,,,No
YONDELIS,TRABECTEDIN,Active,2028-01-07,658,Injectable,POWDER;INTRAVENOUS,1MG/VIAL,2015-10-23,2,2015.0,10.0,2831.82,33981.84,,,,,,No
NEXTSTELLIS,DROSPIRENONE; ESTETROL,Active,2028-01-15,666,Oral,TABLET;ORAL,3MG;14.2MG,2021-04-15,7,2021.0,4.0,706.24,8474.88,,,,,,No
FARYDAK,PANOBINOSTAT LACTATE,Active,2028-01-17,668,Oral,CAPSULE;ORAL,EQ 10MG BASE,2015-02-23,6,2015.0,2.0,131.65,1579.8,,,,,,No
NAYZILAM,MIDAZOLAM,Active,2028-01-18,669,Other,SPRAY;NASAL,5MG/SPRAY,2019-05-17,4,2019.0,5.0,113.18,1358.16,,,,,,No
ISENTRESS,RALTEGRAVIR POTASSIUM,Active,2028-01-28,679,Oral,POWDER;ORAL,EQ 100MG BASE/PACKET,2013-12-20,11,2013.0,12.0,363.52,4362.24,,,,,,No
TRULANCE,PLECANATIDE,Active,2028-01-30,681,Oral,TABLET;ORAL,3MG,2017-01-19,12,2017.0,1.0,667.39,8008.68,,,,,,No
ALVESCO,CICLESONIDE,Active,2028-02-01,683,Respiratory,"AEROSOL, METERED;INHALATION",0.08MG/INH,2008-01-10,2,2008.0,1.0,594.27,7131.24,,,,,,No
ZETONNA,CICLESONIDE,Active,2028-02-01,683,Respiratory,"AEROSOL, METERED;NASAL",0.037MG/INH,2012-01-20,1,2012.0,1.0,217.69,2612.28,,,,,,No
OMNARIS,CICLESONIDE,Active,2028-02-01,683,Other,"SPRAY, METERED;NASAL",0.05MG/SPRAY,2006-10-20,1,2006.0,10.0,397.07,4764.84,,,,,,No
NUVESSA,METRONIDAZOLE,Active,2028-02-02,684,Other,GEL;VAGINAL,1.3%,2014-03-24,7,2014.0,3.0,290.45,3485.4,,,,,,No
TWYNEO,BENZOYL PEROXIDE; TRETINOIN,Active,2028-02-03,685,Topical,CREAM;TOPICAL,3%;0.1%,2021-07-26,13,2021.0,7.0,390.37,4684.44,,,,,,No
EPSOLAY,BENZOYL PEROXIDE,Active,2028-02-03,685,Topical,CREAM;TOPICAL,5%,2022-04-22,14,2022.0,4.0,349.48,4193.76,,,,,,No
DORYX MPC,DOXYCYCLINE HYCLATE,Active,2028-02-03,685,Oral,"TABLET, DELAYED RELEASE;ORAL",EQ 60MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2016-05-20,8,2016.0,5.0,686.83,8241.96,,,,,,No
DORYX,DOXYCYCLINE HYCLATE,Active,2028-02-03,685,Oral,"TABLET, DELAYED RELEASE;ORAL",EQ 50MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2014-12-19,6,2014.0,12.0,428.09,5137.08,,,,,,No
RECLAST,ZOLEDRONIC ACID,Active,2028-02-05,687,Injectable,INJECTABLE;INTRAVENOUS,EQ 5MG BASE/100ML,2007-04-16,2,2007.0,4.0,1537.05,18444.6,,,,,,No
TECFIDERA,DIMETHYL FUMARATE,Active,2028-02-07,689,Oral,"CAPSULE, DELAYED RELEASE;ORAL",120MG,2013-03-27,18,2013.0,3.0,291.38,3496.56,,,,,,No
AMELUZ,AMINOLEVULINIC ACID HYDROCHLORIDE,Active,2028-02-07,689,Topical,GEL;TOPICAL,10%,2016-05-10,3,2016.0,5.0,98.04,1176.48,,,,,,No
OTEZLA,APREMILAST,Active,2028-02-16,698,Oral,TABLET;ORAL,10MG,2014-03-21,24,2014.0,3.0,705.31,8463.72,,,,,,No
